,Problem,Answer,Grade
280,"Janice opened an art book that she had found in the library and found 5 drawings on the first page. After opening the first ten pages, she realized that the number of drawings on each page increased by five after every page. How many drawings were in the first five pages?","If the first page had 5 drawings, and the number of drawings on each page increased by five, the second page had 5+5 = <<5+5=10>>10The total number of drawings in the first 2 pages is 5+10 = <<5+10=15>>15On the third page, the number of drawings increased to 10+5 = <<10+5=15>>15The first three pages have a total of 15+15 = <<15+15=30>>30 drawings.The fourth page had 15+5 = <<15+5=20>>20 drawings.There are 30+20 = <<30+20=50>>50 drawings on the first four pages.The fifth page also had an extra 5 more drawings than the fourth page, totaling 20+5 = <<20+5=25>>25For the first five pages, Janice saw 25+50 = <<25+50=75>>75 pages.#### 75", 6
281,Selene buys two instant cameras at $110 and three digital photo frames at $120 each. She gets a 5% discount on all the items she purchased. How much does she pay in all?,"Two instant camera cost 2 x $110 = $<<2*110=220>>220.Three digital photo frames cost 3 x $120 = $<<3*120=360>>360.Thus, the total amount is $220 + $360 = $<<220+360=580>>580.So, Selena gets a discount of 5/100 x 580 = $<<5/100*580=29>>29.Therefore, Selena pays a total of $580 - $29 = $<<580-29=551>>551.#### 551", 6
282,A man decides to try and do everything off his bucket list while he is still young and fit enough to finish it all.  One of his goals was to climb the seven summits.  He realizes first he has to get in shape to do it and it takes him 2 years of working out to get healthy enough to take up mountain climbing.  He then spends twice that long learning how to be a technically proficient mountain climber.  After that he starts with the simplest mountain on the list and climbs them all.  He spends 5 months climbing each mountain.  After that he takes 13 months learning to dive and dives through all the caves he wants in 2 years.  How much time did it take to get through all these goals?,"He spent 2*2=<<2*2=4>>4 years learning to climbHe spends 5*7=<<5*7=35>>35 months climbing all 7 mountainsAfter a 13 month break, he starts diving so that is 35+13=<<35+13=48>>48 monthsThat means it is 48/12=<<48/12=4>>4 yearsSo in total it all took 2+4+4+2=<<2+4+4+2=12>>12 years#### 12", 6
283,"A movie ticket costs $5. The cost of the popcorn is 80% of the cost of the ticket and a can of soda costs 50% of the cost of the popcorn. A family bought 4 tickets, 2 sets of popcorn, and 4 cans of soda. How much did they spend?","The cost of the popcorn is $5 x 80/100 = $<<5*80/100=4>>4.The cost of a can of soda is $4 x 50/100 = $<<4*50/100=2>>2.The cost of 4 tickets is $5 x 4 = $<<5*4=20>>20.The cost of 2 sets of popcorn is $4 x 2 = $<<4*2=8>>8.The cost of 4 cans of soda is $2 x 4 = $<<2*4=8>>8.Therefore, the family paid a total of $20 + $8 + $8 = $<<20+8+8=36>>36.#### 36", 6
284,"Marcus has received a commission for as many paintings as possible. Marcus plans out his drawings so that his client can receive some of the paintings as soon as possible but it is still going to take a long time. On the first day, he paints 2 paintings. He then paints every day and each day, he paints twice as many paintings as he painted the day before. If he paints for 5 days, how many paintings will he have painted in total?","If Marcus creates 2 paintings on the first day, then he can paint 2 paintings * 2 = <<2*2=4>>4 paintings on the 2nd day.So he paints 4 paintings * 2 = <<4*2=8>>8 paintings on the 3rd day.He then paints 8 paintings * 2 = <<8*2=16>>16 paintings on the 4th day.And finally paints 16 paintings * 2 = <<16*2=32>>32 paintings on the 5th day.Marcus therefore has painted a total of 2 + 4 + 8 + 16 + 32 = <<2+4+8+16+32=62>>62 paintings.#### 62", 6
285,"Sam invested $10,000 and earned 20% interest compounded for 3 years. He then invested more until he had three times as much invested. The next year, he got a 15% return on his investment. How much money does he have now?","After one year, Sam had $10,000 * 1.2 = $<<10000*1.2=12000>>12,000.After two years, he had $12,000 * 1.2 = $<<12000*1.2=14400>>14,400.After the third year, he had $14,400 * 1.2 = $<<14400*1.2=17280>>17,280.He then invested more money until he had 3 * $17,280 = $<<3*17280=51840>>51,840.The first year after that, he had $51,840 * 1.15 = $<<51840*1.15=59616>>59,616.#### 59,616", 6
286,"Ben will receive a bonus of $1496. He chooses to allocate this amount as follows: 1/22 for the kitchen, 1/4 for holidays and 1/8 for Christmas gifts for his 3 children. How much money will he still have left after these expenses?","Ben's spending for the kitchen is $1496 x 1/22 = $<<1496*1/22=68>>68.Ben's spending for holidays is $1496 x 1/4 = $<<1496*1/4=374>>374.Ben's spending for children's gifts is $1496 x 1/8 = $<<1496*1/8=187>>187.The total amount spent is $68 + $374 + $187 = $<<68+374+187=629>>629.So, Ben still has $1496 - $629 = $<<1496-629=867>>867 left.#### 867", 6
287,"Marcy is the lunch monitor in an elementary school cafeteria. She gives 5 time-outs for running, 1 less than five times that number of time-outs for throwing food, and 1/3 the number of food-throwing time-outs for swearing. If each time-out is 5 minutes, how much time do the students spend in time-out total?",First multiply the number of running time-outs by 5: 5 time-outs * 5 = <<5*5=25>>25 time-outsThen subtract 1 from that number to find the number of food-throwing time-outs: 25 time-outs - 1 = <<25-1=24>>24 time-outsThen divide that number by 3 to find the number of swearing time-outs: 24 time-outs / 3 = <<24/3=8>>8 time-outsThen add the number of each kind of time-out to find the total number: 8 time-outs + 24 time-outs + 5 time-outs = <<8+24+5=37>>37 time-outsThen multiply that number by the length of each time-out to find the total time the students spend in time-out: 37 time-outs * 5 minutes/time-out = <<37*5=185>>185 minutes#### 185, 6
288,"Janet is trying to decide whether to quit her job and start freelancing. She works 40 hours a week at both jobs. She get paid $30/hour at her current job, and would get paid $40/hour as a freelancer. However, she'd have to pay an extra $25 a week in FICA taxes plus $400/month in healthcare premiums. How much more would Janet make per month as a freelancer if there are four weeks in a month?",First find the difference in hourly wages: $40/hour - $30/hour = $<<40-30=10>>10/hourThen multiply that difference by the number of hours she works in a week to find the weekly difference: $10/hour * 40 hours/week = $<<10*40=400>>400/weekThen multiply that amount by the number of weeks in a month to find the monthly difference in her earnings: $400/week * 4 weeks/month = $<<400*4=1600>>1600/monthThen find the total additional amount Janet pays in FICA taxes: $25/week * 4 weeks/month = $<<25*4=100>>100/monthThen subtract Janet's extra FICA taxes and healthcare premium from the additional money she earns to find the net increase in her pay from freelancing: $1600/month - $400/month - $100/month = $<<1600-400-100=1100>>1100/month#### 1100, 6
289,"Marie has 4 notebooks with 20 stamps each. She also has two binders with 50 stamps each. If she decides to only keep 1/4 of the stamps, how many stamps can she give away?","Marie has 4 x 20 = <<4*20=80>>80 stamps from her notebooks.And she has 2 x 50 = <<2*50=100>>100 stamps from her binders.So she has a total of 80 + 100 = <<80+100=180>>180 stamps.Marie decided to keep 180 x 1/4 = <<180*1/4=45>>45 stamps only.Therefore, she can give away 180 - 45 = <<180-45=135>>135 stamps.#### 135", 6
290,"Sasha made 30 chocolate muffins for her school bake sale fundraiser. Melissa made 4 times as many muffins as Sasha, and Tiffany made half of Sasha and Melissa's total number of muffins. If one muffin sold for $4, how much money did Sasha, Melissa, and Tiffany contribute to the fundraiser?","Melissa made 30 x 4 = <<30*4=120>>120 muffinsTogether, Melissa and Sasha made 30 + 120 = <<30+120=150>>150 muffinsTiffany made 150/2 = <<150/2=75>>75 muffinsAltogether, they made 150 + 75 = <<150+75=225>>225 muffinsThey contributed 225 x $4 = $<<225*4=900>>900 to the fundraiser#### 900", 6
291,"Three plastic chairs cost as much as a portable table. Five plastic chairs cost $55. If Manny wants to buy one portable table and two chairs, how much will be left in his $100?","Each plastic chair costs $55/5 = $<<55/5=11>>11.Two chairs cost $11 x 2 = $<<11*2=22>>22.A portable table costs $11 x 3 = $<<11*3=33>>33.Manny has to pay a total of $22 + $33 = $<<22+33=55>>55.Thus, Manny will be left with $100 - $55 = $<<100-55=45>>45.#### 45", 6
292,"Mary is making a model sailboat. She wants to add three sails: a rectangular sail that measures 5 inches by 8 inches and two right triangular sails, one that's 3 inches long at the bottom and 4 inches tall and one that's 4 inches long at the bottom and 6 inches tall. (Remember you can find the area of a triangle by dividing the area of a square with the same height and length by 2). How many square inches of canvas does she need total?",First find the area of the square sail: 5 inches * 8 inches = <<5*8=40>>40 square inchesThen find the area of a square sail with the same height and length as the first triangular sail: 3 inches * 4 inches = <<3*4=12>>12 square inchesThen divide the area in two to find the area of the triangular sail: 12 square inches / 2 = <<12/2=6>>6 square inchesThen find the area of a square sail with the same height and length as the second triangular sail: 4 inches * 6 inches = <<4*6=24>>24 square inchesThen divide the area in two to find the area of the triangular sail: 24 square inches / 2 = <<24/2=12>>12 square inchesThen add up the areas of all the sails to find the total amount of canvas needed: 12 square inches + 6 square inches + 40 square inches = <<12+6+40=58>>58 square inches#### 58, 6
293,John used to buy 4 coffees a day for $2 each.  They raised the price by 50% so he cut the number of coffees he drinks in half.  How much money does he save per day compared to what he used to spend?,He now buys 4/2=<<4/2=2>>2 coffeesThe new price is 2*.5=$<<2*.5=1>>1 more than the old priceSo he now pays 2+1=$<<2+1=3>>3 per coffeeSo he spends 3*2=$<<3*2=6>>6He used to spend 4*2=$<<4*2=8>>8So he saves 8-6=$<<8-6=2>>2 per day#### 2, 6
294,"With 40 seconds left to play in the basketball game, the Dunkinville Hornets were leading the Fredingo Fireflies by a score of 86 to 74.  In the remaining seconds in the game, the Fireflies scored 7 three-point baskets while holding the Hornets to only 2 two-point baskets to win the game.  How many more points did the Fireflies score in the game than did the Hornets?","In the final 40 seconds, the Fireflies scored seven 3-point baskets to improve their score by 3*7=<<7*3=21>>21 points.Thus, the Fireflies final total was 74+21=<<74+21=95>>95 points.In the final 40 seconds, the hornets scored an additional two 2-point baskets to improve their score by 2*2=<<2*2=4>>4 points.Thus, the Hornets final total was 86+4=<<86+4=90>>90 points.The final difference in points between the two teams was 95-90=<<95-90=5>>5 points.#### 5", 6
295,"Nina loves to travel. She tries to travel at least 400 kilometers in one month outside of her home country. Every second month she does twice that distance. If she were able to keep up with her resolution, how many kilometers would she travel during 2 years?","Every second month Nina does twice the regular distance, which means 400 * 2 = <<400*2=800>>800 kilometers.Two years is 24 months, so half of this time is 24 * 0.5 = <<24*0.5=12>>12 months.So in 12 months Nina does 400 * 12 = <<400*12=4800>>4800 kilometers.And in the other 12 months, she does 800 * 12 = <<800*12=9600>>9600 kilometers.So in two years, Nina would be able to make 4800 + 9600 = <<4800+9600=14400>>14400 kilometers.#### 14400", 6
296,"Paul earns $12.50 for each hour that he works. He then has to pay 20% for taxes and fees. After working 40 hours, Paul receives his paycheck. If he spends 15% of his paycheck on gummy bears, how much, in dollars, does he have left?",His pay before taxes and fees is $12.50 x 40 hours = $<<12.5*40=500>>500.He pays $500 * 0.20 = $<<500*0.20=100>>100 for taxes and fees.Then he had $500 - $100 = $<<500-100=400>>400 remaining money.He takes out $400 * 0.15 = $<<400*0.15=60>>60 for his gummy bears.So he's left with $400 - $60 = $<<400-60=340>>340.#### 340, 6
297,John is a door-to-door salesman.  He visits 50 houses a day.  20% of them buy something from them.  Of those that buy something half buy a $50 set of knives and the other half buy a $150 set of knives.  How much does he sell a week when he works 5 days a week?,There are 50*.2=<<50*.2=10>>10 houses buying from him per dayOf those 10/2=<<10/2=5>>5 buy each type of knife setSo he gets 5*50=$<<5*50=250>>250 per day from the cheap setHe also gets 5*150=$<<5*150=750>>750 from the expensive setSo he makes a total of 250+750=$<<250+750=1000>>1000 per dayThat means he makes 1000*5=$<<1000*5=5000>>5000#### 5000, 6
298,"A cobbler can mend 3 pairs of shoes in an hour. From Monday to Thursday, the cobbler works for 8 hours each day, and on Friday, he only works from 8am to 11am. How many pairs of shoes can the cobbler mend in a week?","From Monday to Thursday, the cobbler can mend 3 x 8 = <<3*8=24>>24 pairs of shoes a day.From Monday to Thursday, he can mend 24 x 4 = <<24*4=96>>96 pairs of shoes.On Friday, he works for 11 - 8 = <<11-8=3>>3 hours.On Friday, he can mend 3 x 3 = <<3*3=9>>9 pairs of shoes.In a week, he can mend 96 + 9 = <<96+9=105>>105 pairs of shoes.#### 105", 6
